Dataset,Backbone,Seed,Frozen_Acc,SETTA_Acc,Delta,Improved,Tied,Worse,Test_Change_Rate,Test_Prob_L1_Shift,Alpha,Beta,K,Metric,Num_Props,Train_Time,SETTA_Time,Preprocess_Time,Used_Cache
Cora,GraphSAGE,48,80.0000011920929,85.20000576972961,5.200004577636719,1,0,0,14.900000393390656,0.5931739807128906,0.9,0.1,18,jaccard,10,0.0,0.004055899917148054,2.557139200042002,1
Cora,GraphSAGE,49,78.90000343322754,83.20000171661377,4.2999982833862305,1,0,0,14.600001275539398,0.640747606754303,0.9,0.1,18,jaccard,10,0.0,0.005240699974820018,2.557139200042002,1
Cora,GraphSAGE,50,78.30000519752502,82.30000138282776,3.9999961853027344,1,0,0,16.200000047683716,0.6439993381500244,0.9,0.1,18,jaccard,10,0.0,0.004840899957343936,2.557139200042002,1
Cora,GraphSAGE,51,78.80000472068787,84.50000286102295,5.699998140335083,1,0,0,15.600000321865082,0.6018528342247009,0.9,0.1,18,jaccard,10,0.0,0.0038747999351471663,2.557139200042002,1
Cora,GAT,42,82.00000524520874,84.40000414848328,2.399998903274536,1,0,0,14.500001072883606,0.7373341917991638,0.9,0.1,18,jaccard,10,0.0,0.004878099891357124,2.557139200042002,1
Cora,GAT,43,80.20000457763672,84.90000367164612,4.699999094009399,1,0,0,12.900000810623169,0.5644552707672119,0.9,0.1,18,jaccard,10,0.0,0.0039953000377863646,2.557139200042002,1
Cora,GAT,44,81.10000491142273,85.9000027179718,4.799997806549072,1,0,0,13.300000131130219,0.6766021847724915,0.9,0.1,18,jaccard,10,0.0,0.003937300061807036,2.557139200042002,1
Cora,GAT,45,80.60000538825989,84.50000286102295,3.8999974727630615,1,0,0,11.700000613927841,0.6765446066856384,0.9,0.1,18,jaccard,10,0.0,0.0038536000065505505,2.557139200042002,1
Cora,GAT,46,82.40000605583191,85.50000190734863,3.0999958515167236,1,0,0,12.300000339746475,0.672661542892456,0.9,0.1,18,jaccard,10,0.0,0.003893699962645769,2.557139200042002,1
Cora,GAT,47,80.70000410079956,85.10000109672546,4.399996995925903,1,0,0,12.700000405311584,0.6310588717460632,0.9,0.1,18,jaccard,10,0.0,0.00406399997882545,2.557139200042002,1
Cora,GAT,48,81.70000314712524,85.20000576972961,3.50000262260437,1,0,0,14.20000046491623,0.6706091165542603,0.9,0.1,18,jaccard,10,0.0,0.0038569000316783786,2.557139200042002,1
Cora,GAT,49,81.5000057220459,85.40000319480896,3.8999974727630615,1,0,0,13.000001013278961,0.5823245048522949,0.9,0.1,18,jaccard,10,0.0,0.003847799962386489,2.557139200042002,1
Cora,GAT,50,80.70000410079956,83.50000381469727,2.799999713897705,1,0,0,13.600000739097595,0.6792539954185486,0.9,0.1,18,jaccard,10,0.0,0.0038969999877735972,2.557139200042002,1
Cora,GAT,51,81.10000491142273,85.60000658035278,4.500001668930054,1,0,0,12.400000542402267,0.6271365284919739,0.9,0.1,18,jaccard,10,0.0,0.004139199969358742,2.557139200042002,1
Cora,GraphTransformer,42,78.1000018119812,83.60000252723694,5.500000715255737,1,0,0,14.300000667572021,0.8432390093803406,0.9,0.1,18,jaccard,10,0.0,0.003740499960258603,2.557139200042002,1
Cora,GraphTransformer,43,78.7000060081482,84.60000157356262,5.899995565414429,1,0,0,13.500000536441803,0.8415257930755615,0.9,0.1,18,jaccard,10,0.0,0.00381530006416142,2.557139200042002,1
Cora,GraphTransformer,44,78.7000060081482,84.60000157356262,5.899995565414429,1,0,0,13.600000739097595,0.8517878651618958,0.9,0.1,18,jaccard,10,0.0,0.003982600057497621,2.557139200042002,1
Cora,GraphTransformer,45,77.80000567436218,83.60000252723694,5.799996852874756,1,0,0,14.300000667572021,0.8695810437202454,0.9,0.1,18,jaccard,10,0.0,0.004608099930919707,2.557139200042002,1
Cora,GraphTransformer,46,78.7000060081482,84.3000054359436,5.59999942779541,1,0,0,13.300000131130219,0.8378453254699707,0.9,0.1,18,jaccard,10,0.0,0.0037764000007882714,2.557139200042002,1
Cora,GraphTransformer,47,77.40000486373901,84.60000157356262,7.199996709823608,1,0,0,15.800000727176666,0.8248952031135559,0.9,0.1,18,jaccard,10,0.0,0.003853500005789101,2.557139200042002,1
Cora,GraphTransformer,48,78.80000472068787,84.50000286102295,5.699998140335083,1,0,0,14.900000393390656,0.8589521050453186,0.9,0.1,18,jaccard,10,0.0,0.003757099970243871,2.557139200042002,1
Cora,GraphTransformer,49,78.60000133514404,84.10000205039978,5.500000715255737,1,0,0,14.500001072883606,0.8644278049468994,0.9,0.1,18,jaccard,10,0.0,0.0038329000817611814,2.557139200042002,1
Cora,GraphTransformer,50,79.50000166893005,84.50000286102295,5.0000011920928955,1,0,0,14.500001072883606,0.8594637513160706,0.9,0.1,18,jaccard,10,0.0,0.003921500057913363,2.557139200042002,1
Cora,GraphTransformer,51,79.10000085830688,84.00000333786011,4.900002479553223,1,0,0,13.700000941753387,0.8296496272087097,0.9,0.1,18,jaccard,10,0.0,0.0038796999724581838,2.557139200042002,1
