dataset,seed,method,acc,train_time,post_time,runtime,one_time_preprocess,amortized_runtime
CS,44,GCN,92.94286370277405,0.6753905001096427,0.0,0.6753905001096427,0.0,0.6753905001096427
CS,44,C&S,92.26101040840149,0.6753905001096427,0.2900627999333665,0.9654533000430092,0.0,0.9654533000430092
CS,44,SETTA,94.33383345603943,0.6753905001096427,0.0602536000078544,0.7356441001174971,11.948650900041685,1.9305091901216656
CS,44,APPNP,93.41334104537964,1.374380600056611,0.0,1.374380600056611,0.0,1.374380600056611
CS,45,GCN,92.92922616004944,0.6187673000385985,0.0,0.6187673000385985,0.0,0.6187673000385985
CS,45,C&S,92.30874180793762,0.6187673000385985,0.2887466000393033,0.9075139000779018,0.0,0.9075139000779018
CS,45,SETTA,94.24519538879395,0.6187673000385985,0.060299000004306436,0.6790663000429049,11.948650900041685,1.8739313900470733
CS,45,APPNP,93.39288473129272,1.4949849999975413,0.0,1.4949849999975413,0.0,1.4949849999975413
CS,46,GCN,92.97695755958557,0.6541464000474662,0.0,0.6541464000474662,0.0,0.6541464000474662
CS,46,C&S,92.28828549385071,0.6541464000474662,0.29214729997329414,0.9462937000207603,0.0,0.9462937000207603
CS,46,SETTA,94.3202018737793,0.6541464000474662,0.060154000064358115,0.7143004001118243,11.948650900041685,1.9091654901159927
CS,46,APPNP,93.34515333175659,1.496066200081259,0.0,1.496066200081259,0.0,1.496066200081259
CS,47,GCN,92.82013177871704,0.746832299977541,0.0,0.746832299977541,0.0,0.746832299977541
CS,47,C&S,92.29510426521301,0.746832299977541,0.2903522999258712,1.0371845999034122,0.0,1.0371845999034122
CS,47,SETTA,94.12246346473694,0.746832299977541,0.059948000009171665,0.8067802999867126,11.948650900041685,2.0016453899908813
CS,47,APPNP,93.30424666404724,1.658294799970463,0.0,1.658294799970463,0.0,1.658294799970463
CS,48,GCN,92.90195107460022,0.7016352999489754,0.0,0.7016352999489754,0.0,0.7016352999489754
CS,48,C&S,92.3905611038208,0.7016352999489754,0.28998309990856797,0.9916183998575434,0.0,0.9916183998575434
CS,48,SETTA,94.23837661743164,0.7016352999489754,0.060331600019708276,0.7619668999686837,11.948650900041685,1.9568319899728521
CS,48,APPNP,93.48834156990051,1.7088809999404475,0.0,1.7088809999404475,0.0,1.7088809999404475
CS,49,GCN,92.80649423599243,0.7589701999677345,0.0,0.7589701999677345,0.0,0.7589701999677345
CS,49,C&S,92.2814667224884,0.7589701999677345,0.2902219000970945,1.049192100064829,0.0,1.049192100064829
CS,49,SETTA,94.21792030334473,0.7589701999677345,0.05994770000688732,0.8189178999746218,11.948650900041685,2.0137829899787905
CS,49,APPNP,93.41334104537964,1.8935548000736162,0.0,1.8935548000736162,0.0,1.8935548000736162
CS,50,GCN,92.90195107460022,0.7424752999795601,0.0,0.7424752999795601,0.0,0.7424752999795601
CS,50,C&S,92.31556057929993,0.7424752999795601,0.29186370002571493,1.034339000005275,0.0,1.034339000005275
CS,50,SETTA,94.3202018737793,0.7424752999795601,0.060059099923819304,0.8025343999033794,11.948650900041685,1.9973994899075478
CS,50,APPNP,93.50879788398743,1.7154353000223637,0.0,1.7154353000223637,0.0,1.7154353000223637
CS,51,GCN,92.82013177871704,0.8366414000047371,0.0,0.8366414000047371,0.0,0.8366414000047371
CS,51,C&S,92.3973798751831,0.8366414000047371,0.2911597000202164,1.1278011000249535,0.0,1.1278011000249535
CS,51,SETTA,94.18383240699768,0.8366414000047371,0.060587999993003905,0.897229399997741,11.948650900041685,2.0920944900019096
CS,51,APPNP,93.30424666404724,1.1943813998950645,0.0,1.1943813998950645,0.0,1.1943813998950645
